id,screenName,tags,avatar,followersCount,friendsCount,lang,lastSeen,tweetId,friends
2159892348,Holliewrightx,"[ '#1yearofjetblackheart' ]",http://pbs.twimg.com/profile_images/719504207393398785/OafViuaF_normal.jpg,1223,1587,en,1472387582997,769862661127364612,[]
1970021983,xJanosklansx_UK,"[ '#backtohogwarts' ]",http://pbs.twimg.com/profile_images/534258911013257216/lMY1VlmN_normal.jpeg,262,105,en,1472736007914,771336837931601920,"[ '1969333310','1969450740','1969674859','1969995812','1969571191','1969988642','1969517215','1969879494','1969379994','1969837790','1969695846','1970132509','1969508180','1969362102','1969658545','1969877118','1970157270','1969509762','1969743486','1969599788','1969259184','1969414639','1970252060','1970271061','1969662528','1970000052','1969360722','1969547112','303086201','1969401140','1970092765','1969427244','1969867909','1969376454','1969290212','1969942094','1969887518','1969719595','1969779962','1969651747','1969448874','1969584468','1969484636','1969881277','1969674187','1969655676','1969623708','1969708788','1969473758','1969420537','1969331228','1969602823','1969567710','1969672382','1969350020','1969399764','1969781304','1969500632','1970233988','1969801820','1969408814','1969233192','1970027965','1970035309','1970271164','1970055493','1969710290','1969371235','1970135666','1969997048','1969388420','1969573099','1969734540','1969519164','1969470044','1969899403','1969344630','283014383','1969849272','1969612027','1969832024','1969791379','1969423128','1969734913','1969666896','1969334461','1969699898','1969864544','1969544203','1969593889','1970029146','1969411104','1970213508','1969387585','1969278858','1969414802','283007048','1969598989','1969583821','1970283403','1969565544','1969567585','1970300341','1969267098','280014068' ]"
623034920,iam_ybnl,"[ 'cape canaveral' ]",http://pbs.twimg.com/profile_images/760276662634307584/Gx4kYfuZ_normal.jpg,377,106,en,1472738632784,771347460279169027,"[ '17346423','496144415','1572161155','628790139','2503037971','62553744','329183953','619920247','109081861','2949267191','765841422339739648','103550181','1072992504','4332740714','3945784187','60317232','758203318938329088','2494401277','2652385123','222114873','2255303688','190615522','3056852453','57363533','938864570','2668909476','390191371','63977305','1129437402','342047359','16273831','722879967122599936','726475685313781760','25073877','2207300668','999282722','24291371','125346858','2228502359','594580080','382267114','297169759','2687741972','4011916569','992632634','1593027834','197768297','623805250','4837954577','701531354266206208','14718694','4853483325','1966654765','3310927397','4395894323','35963976','546853839','1052586019','4738285343','1041453240','4442223533','96951800','22910295','139809966','1375451460','292555960','80790735','14872237','122392884','258122983','239672340','190481460','759322574','3346855145','4191555933','728592182','3011608399','4299226414','2574612366','26316348','180505807','206814100','291576405','39975533','2875180270','179530750','290934195','343627165','1060210934','377282357','1195042550','1112966419','52420430','135126837','595386131','183141098','29930178','47033057','50393960','66857043','46392416','80585373','91551958','53817066','14123683','19394188' ]"
716832511821615104,randomafstuff,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/766892780027203585/BxvCJzf5_normal.jpg,117,288,en,1472265330740,769304452209651716,[]
731223079955795968,coolhikingblog,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/738733697654886400/61ghFZZz_normal.jpg,632,602,en,1472263101978,769303142806724612,[]
3002349627,maranda0622,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/768283194768650241/RFTbIWJ2_normal.jpg,154,350,en,1472263073872,769303117674508288,[]
3670022000,Miss_Tribal,"[ '#narcos' ]",http://pbs.twimg.com/profile_images/771202866295873536/tLCmVSef_normal.jpg,165,113,en,1472807443154,771636458532712452,"[ '404985920','1483341211','2718144140','760051012258369536','4741506197','1852453638','3156799240','1019926902','254465510','584757066','360428761','315854562','229766891','3869658375','2464279500','145553989','376825525','1457411587','572076593','424535090','1401955076','598747154','717066866443870212','780698264','149218693','3186400579','603781996','27090142','40221338','370891809','2566244154','984646292','892744776','146307401','983590345','3022148987','287048387','67377408','725058911301177347','513281176','338968305','337679240','4778676316','3943241836','706921823557062657','1677028704','333980319','2792526698','1085746416','250084070','39762471','60272412','1378013310','2686254859','16341963','2218075091','96784892','2894918162','718723897546432514','2546824212','1123767266','387023707','333308096','45804191','1241712781','559760883','4808588599','263904066','3927375555','705355415123566592','3432092937','3294194111','959235642','81317538','2510299281','596243173','1979304552','2860522913','4250828909','4848429647','3293375402','3302753119','4913689426','146459979','194522488','3877212519','1659746664','3224530148','3881738355','1323295416','2878648070','4893403039','580284724','3168264127','4837199580','3423910108','4515275555','4436898377','3110146390','3878718093','1385482512','3746607914','3557580492','73430731','1837043526','2247672491','2386466085','3145133778','3723275124','2163374389','1462089942','2250146025' ]"
4858405355,Nepherdoodle,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/768246652352147456/SLonhxB4_normal.jpg,691,172,en,1472273302424,769310178432933888,"[ '2805728862','4661481741','2584101060','872683897','418362046','320188095','3177515983','754930749720055808','757012007635738624','754400025694707712','28758060','36158407','172808963','4302790393','732967975280508928','2732818747','419035380','1879516621','1111746655','28941607','2715021994','18610043','45150926','341045866','3042002708','334266844','69483012','39562794','353780675','416696463','261008103','217634501','797406528','27577108','2385656739','378215346','1680847062','2551097004','73925739','2481164558','2422375945','76621593','2615907512','19410179','2371368756','60102213','20555563','48247436','3065098097','702684647780519936','4890783348','2334355585','3307024001','4834153089','2472715591','361084191','143006466','565132779','10228272','185756522','245396123','607327599','161418822','61933836','517077573','144701884','14810162','345522684','289969718','25053942','206351694','27466653','1096845500','954427716','11928542','15838599','2393423203','18988524','18927441','2231422037','17092592','29758446','24742040','15880163','10671602','36803580','15234657','14922225','996095592','309366491','25388164','184090329','1401662586','1915989487','577401044','3300594994','1000253514','2239508982','844266548','257051580','82030021','296124687','579671435','204089551','764547038','569858355','266687361','567167802','399909209','474919140','380020286','311775629' ]"
2160886219,GirlinEXOHearts,"[ '#backtohogwarts','#getwellsoonjackson' ]",http://pbs.twimg.com/profile_images/759117487124336641/cvDQW3Il_normal.jpg,110,110,en,1472737217402,771337261409456129,"[ '3261228108','3162161238','4529605878','380787323','753775284197924865','2472738966','1878450026','3296379895','3468089958','721070563373015040','4906908626','2346605232','2380121251','742035378077499394','3138361105','2392691502','2848964882','3286164224','2847202303','2583690722','748173596330070016','3228191803','4906925166','718833358986420224','932773674','3236265374','321731427','4554391946','327186666','718151060167213058','2935802123','2261722358','485564447','719903079609606144','1692691326','3109221356','730563495243046912','2271865489','3393171432','696225653973102594','734306885705162752','734070940733034496','734261000493375488','734210827130048512','4345817544','80241256','732194771557453825','4872361213','1165049130','2250317036','2685154784','2254933596','2249471029','2442382178','3410808794','4813182180','3131557841','2912336186','2776433144','78244130','1588169419','2437015518','3282185924','3197517331','3314485566','3030158859','956888370','1964208978','2754826620','2377210370','2402418018','1582411400','1890746246','2183987364','2731019059','2829953412','2991330631','3041616962','1510583168','4330378108','4583331132','4452919585','2547233548','3223965426','3889536500','403869889','168683422','3271693584','257799442','1141880749','1346147504','1070664462','1429480158','476675010','2391232105','573299587','524121160','338318323','52661072','128479879','637313893','335141638','568871711','110936556','1409798257','273898436','1402988305','1173787748','21366823' ]"
75334422,CharmCityBarfly,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/764197413380730880/wNHPytfE_normal.jpg,805,398,en,1472272993232,769311875280625664,[]
738903193,PapiaAlom,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/768222331596660740/jNoV8C6F_normal.jpg,133,217,en,1472271613805,769310626942509056,[]
729086055274582016,LXlESGREY,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/769302034889728001/G3sRXE1f_normal.jpg,440,110,en,1472266527641,769305510831067136,[]
69661866,albart31,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/749439018262204416/dGaxfK13_normal.jpg,257,103,en,1472269215941,769308169826959360,"[ '173333590','194340147','2474918084','602993818','2996642743','20545055','169686021','20106852','3248887805','500704345','514980242','264503377','2669405799','524657792','231994691','1726561382','482537684','21148293','393111194','20609518','830904265','284122698','255308593','22309919','56982569','603167795','2250066790','483535894','752331074','1586467430','556515588','31467235','247094926','43700949','424514619','42129447','1199238620','32774989','21692297','19608297','31583882','546856252','50621651','2229492260','32998417','98168833','309215939','22408312','1005426882','50309214','106800359','2151423111','768328783','315833613','74430063','750848454','15939469','25473675','239241153','824070061','813286','415209565','67418441','65184105','412637537','15846407','337061169','198043632','378082500','292665052','397033535','269818049','147774391','363237697','327099535','325083629','106782500','341358564','86857845','276824288','47660722','47801155','24315599','17256857','307004364','293810120','230452164','145518252','198671326','28008412','39921532','252088905','77583112','145458726','140382484','44580348','45039321','24374481','275856924','22349399','111950303','14230524','19248106' ]"
1326270841,uraveragejosiah,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/757423971352535040/NtFkrOmj_normal.jpg,132,110,en,1472268100560,769306892900241408,"[ '46565568','79499813','2893511188','297882651','3100257690','2172647185','595028090','1365371634','227830681','2231207504','566910970','259986276','25238527','209885275','378866010','1336857062','175693612','81757278','713622959206760448','61324580','3065585434','723532449397891073','2177243095','66061664','20971356','272364494','738261632','2418513607','913682232','32631624','338650438','632181091','35845437','43263241','418458883','65247852','2313113894','172244137','221437024','30522813','2408605003','1260998767','217876694','16651784','2182725650','46243682','2910191550','39423228','288917853','3356030902','3068350893','41716864','2508078379','1968253548','2550863077','2874514632','577619444','96415079','21842183','2418319843','926019294','2236483334','916091030','939899953','116824778','63230946','55913143','1639061707','109013530','25848152','776591053','29049470','67558578','338602634','630533888','371447248','307002725','588513905','20222722','219731207','224704311','851531198','380029823','264257750','563437757','1708950632','2261893490','228827747','230972490','782145516','401835164','572937989','1074907932','154726255','16540293','37293264','335046137','956929778','18585415','114583953','2557521','114231473','1500077047','30557139','341608512','20346956','19923144','219594843','69226267','35133877','259993691' ]",
709037473209454592,huki_f,"[ '#louisweloveyou' ]",http://pbs.twimg.com/profile_images/764231077573586944/1fU29I9O_normal.jpg,159,299,en,1472266234563,769305153409343488,[]
20681341,wade_county,"[ 'galaxy note 7' ]",http://pbs.twimg.com/profile_images/2171893048/wade_county_normal.jpg,427,103,en,1472806803800,771633777692909569,"[ '35759683','2288680700','267864678','3689197112','2249727728','15445129','24897626','174295822','3804266253','2991486809','18380517','61034848','41043734','2328831176','3162851346','312855252','2229667264','61062695','138858322','235646804','474652704','21976957','1396309904','41461719','162217781','189514326','23498919','293961880','217143997','166795432','391609232','50743787','262248714','30136072','267383440','86217190','27322991','16887507','98335997','144629417','324966659','23493432','463222186','46364288','17099387','75211257','55028080','19844211','38111078','66009226','247136308','271283905','47458037','249007621','299396012','85483245','277285573','96501375','286873001','65433023','138928154','122595423','204600203','49723384','127702038','28031535','38520022','23356699','102231313','26860303','34042126','62177937','27886286','78200472','17112369','53533572','41010129','18386966','45509849','15169279','71182864','26003158','16998074','42056695','35813696','18166634','26042217','20619572','21892837','12700662','14608893','29315855','16179053','25098878','16887084','16285912','5975402','12200432','19117288','13049362','20716863','11026952','18377827' ]"
3518961674,jenn_guerra6,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/768574438165975041/JHLJEBqW_normal.jpg,196,507,en,1472265290591,769304409260040196,[]
1974006392,lanTudor,"[ '#narcos' ]",http://pbs.twimg.com/profile_images/540380774089101312/mmyO32d3_normal.jpeg,282,101,en,1472804540087,771624283047014400,"[ '1973782416','1973893518','1975825554','1974259837','1975318099','1974708962','1975471472','1974657546','1973826300','1975371997','1975698150','1974699500','1973683052','1976014933','1974133837','1975631516','1973818092','1974601093','1974783392','1975533326','1974465636','1974538915','1974721447','1973801437','1974169890','1973821602','1975851265','1975203698','1974868602','1974171416','1975594962','1975159700','1975409318','1974387542','1974626006','1974861283','1974718650','1975471777','1974601002','1973840004','1974574694','1974701749','1975225002','1974739484','1975122696','1974435853','1974920580','1974105764','1975573034','1973969570','1974941484','1975480532','1974959912','1975453879','1975535155','1973835979','1975047499','1975753740','1975510070','1974520194','1974500389','1973980825','1975576242','1975108915','1973764226','1975107906','1975336159','1973778158','1975176752','1973785688','1974872456','1974090558','1974932023','1975940030','1974788317','1974394032','1975859971','1974281846','1974343154','1974585030','1975613088','1975806157','1973773874','1974905678','1975960801','1975615040','1975057820','1973876563','1974362402','1974023581','1975189350','1975112072','1974400033','1975865462','1973865696','1975537512','1975532022','1975110248','1974271393','1974666806','1975509481' ]"
1973262552,dazzleddinah,"[ '#respecttylerjoseph' ]",http://pbs.twimg.com/profile_images/731294741892083713/G3er9n36_normal.jpg,910,456,en,1472272289924,769311084217905152,[]
732645396418297858,BeautifulLache_,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/767159750505144321/t2Ak5CwZ_normal.jpg,29247,13047,en,1472272384094,769311187813236736,[]
703651394822270976,1Fam0usnick,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/733768695793778689/XUW3Yc8d_normal.jpg,15122,3079,en,1472272381703,769311187637006336,[]
952818067,DaTrapMusic,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/762999070092734464/XZSOaT6k_normal.jpg,56353,33963,en,1472272380919,769311187834134528,[]
617598073,renybb7,"[ '#votednce' ]",http://pbs.twimg.com/profile_images/762491907473674240/xL6-tiMw_normal.jpg,186,108,en,1472483400025,770277148594696192,"[ '2466044939','1373368608','715426483','42685304','102056246','25651173','255284270','3013727400','1236782964','1375645897','2812664218','730209875721072640','2456142770','2214725520','561446242','2893511188','165151141','2678031820','572980722','2706557690','635565926','3115511967','2583277675','1861906856','3078653780','3292283140','797167188','3427441048','2318997861','3424215952','3299800819','2561362933','18588279','2911589819','205957912','706306135','2165677008','253809805','545576291','34409159','2911400240','616753131','2946770821','23741531','1905280518','2194108991','2393036744','589406590','2850066862','17503591','2968947778','3045100506','58528137','2269130208','216337553','2811813743','2769908837','46957344','2279916235','122482029','394702063','17029287','102401151','18253340','75670153','2265436261','2882206061','19644670','26691907','19654511','19842027','21683703','847999530','2812110687','2777110090','16541072','16541085','14610064','16541185','16540829','40103071','2269622861','33610872','266336410','91408245','1166263225','96064899','27023088','78974752','74370096','18668204','228837350','42261441','46525084','54260419','40059553','1049661169','887701254','14222536','363771063','403246803','264107729','403245020','403255314','439125710','22430597','43815496','703794296' ]"
2877586418,BREASYA_,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/765601267234185216/NjFWrvn2_normal.jpg,10508,8863,en,1472272382284,769311187817394176,[]
2340272625,SosaBeenGlo,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/756695040831946752/GedopiEm_normal.jpg,28597,27084,en,1472272387015,769311188438159366,[]
2580377551,izabell_a_,"[ '#nationaldogday' ]",http://pbs.twimg.com/profile_images/764605349827452928/Wa318dcP_normal.jpg,450,242,en,1472273767268,769312827827818496,[]
857115170,mikaayyllaaaaa,"[ '#respecttylerjoseph' ]",http://pbs.twimg.com/profile_images/752233929789235202/DE9qrf4m_normal.jpg,1435,344,en,1472273208735,769311559323574272,[]
178655590,swati_less,"[ 'galaxy note 7' ]",http://pbs.twimg.com/profile_images/1103357129/155868696_normal.jpg,152,112,en,1472806574615,771632814617878528,"[ '14130366','84567024','178313912','178473521','178638232','178805678','178818488','178983933','184021610','184740076','184756624','185138336','185141222','185144746','185147976','185151146','185156339','185160028','185165488','185182963','185251643','185256508','185260216','185313205','185317908','185318198','185321887','185322124','185328101','185369644','185375456','185410386','185417049','185421368','185423941','185424662','185425662','185426410','185427488','185995457','185995978','186041944','186042493','186042944','186043413','186043867','186044264','186044621','186045788','186045146','186045493','186121740','186156580','186157193','186157750','186158247','186159132','186159626','186162181','186169605','186172812','186178023','186199365','186216517','186216638','186427473','186427925','186428511','186429004','186430110','186431050','186431604','186431944','186432491','186433337','186434366','186434884','186453550','186453966','2920777248','186479812','443390927','15846407','238319766','20822209','15485441','317927200','80700514','178625571','178640317','73849910','178648825','28744383','88184559','88732096','47490294','20411549','2829771','20095047','48692677','59546499','14152352','18671559','154239165','26737531','6207162','14740219','93171197','50751556','27260086','19018401','144222062' ]"
201055107,MintManage,"[ '#narcos' ]",http://pbs.twimg.com/profile_images/3476937614/875ba232928f6a99866bd0ef875efdba_normal.jpeg,252,108,en,1472806548859,771632708506177536,"[ '2182482481','346359346','727621329323700224','4555909575','752567814624468993','18046050','104608833','716401832268959744','3141881198','17790274','3293924773','354522431','605800873','105416697','33152175','49481956','123758229','591244474','373882371','170900539','509157875','997107914','2278455931','244245509','3922779747','16204159','90112774','64885999','242048785','45928889','299617043','390489891','595818241','205009300','77101915','859284320','1523475668','3882204215','15654165','2993607210','105137205','2423512225','973688472','4161087316','605797087','32178314','34993789','4263170233','44808833','2159817414','2811296769','91146515','27832818','3888906140','57591088','2917988661','3311799139','209566886','482385404','348049184','2442908342','1873968810','31056493','1025216664','18582835','264421092','59162942','442276982','68018977','3021690877','29240001','169841498','25920735','446837456','77606364','873189481','2898127880','193602107','24358688','198554599','278724504','18278629','315727560','26946348','1063767925','35831704','888735896','2341081171','31360279','28420827','35376127','20971531','68596507','299572690','15167419','1442145422','36495774','117542074','486428209','122258539','25180449','552929272','72076280','54100943','18220175','17560096','35936474','35562080' ]"
2898726941,144jasmine,"[ '#respecttylerjoseph' ]",http://pbs.twimg.com/profile_images/766862537354805248/Z4JPX2FA_normal.jpg,770,316,en,1472266090436,769304996928188417,[]
